id;cidade;area;quartos;banheiro;vagas;andar;animal;mobiliado;condominio;aluguel;taxas;seguro;total;alugado;relacao
8345;5;176;3;3;3;9;1;0;1950;5000;542;64;7556;0;1400
8346;5;120;2;3;0;0;1;0;0;7000;450;106;7556;1;1960
8347;5;350;4;2;8;0;1;0;0;7000;450;106;7556;1;1960
8348;5;170;3;5;3;7;0;0;2091;4500;951;19;7561;0;1260
8349;5;236;4;4;0;17;1;1;3035;3500;985;45;7565;0;980
8350;5;182;3;4;3;0;1;0;0;7000;459;106;7565;1;1960
8351;5;54;2;2;0;13;1;1;2009;5150;345;66;7570;0;1442
8352;5;100;2;2;5;0;1;0;0;6800;667;103;7570;1;1904
8353;4;196;3;4;1;11;1;0;1500;5500;500;71;7571;1;1540
8354;5;336;6;2;3;0;1;0;0;6350;1125;96;7571;1;1778
8355;5;90;2;2;1;6;1;1;900;6500;89;83;7572;1;1820
8356;5;290;4;4;4;1;1;0;4900;1000;1659;13;7572;0;280
8357;1;285;3;2;0;6;1;0;1000;6000;492;80;7572;1;1680
8358;1;130;4;4;3;16;0;0;1778;5200;529;70;7577;0;1456
8359;5;120;3;4;3;13;1;0;1350;5600;560;71;7581;1;1568
8360;5;240;3;1;2;8;1;0;2088;4000;1449;51;7588;0;1120
8361;5;216;4;3;4;28;0;0;1868;5000;657;64;7589;0;1400
8362;5;198;2;2;2;13;1;0;1700;5500;320;70;7590;0;1540
8363;1;500;5;4;4;0;1;0;0;7000;485;115;7600;1;1960
8364;5;340;4;6;4;8;1;1;3100;2800;1667;36;7603;0;784
8365;4;101;3;3;2;4;1;0;2163;5000;377;65;7605;0;1400
8366;5;347;5;5;4;0;1;0;0;7000;500;106;7606;1;1960
8367;4;157;3;2;1;2;1;0;2499;4500;550;58;7607;0;1260
8368;5;78;2;2;2;8;1;1;1400;5800;334;74;7608;1;1624
8369;5;164;4;4;2;6;0;0;2159;5000;386;64;7609;0;1400
8370;5;260;4;4;2;5;1;1;2570;4400;584;56;7610;0;1232
8371;5;350;4;5;2;0;0;1;0;7500;0;113;7613;1;2100
8372;5;380;4;4;3;0;1;1;0;7500;0;113;7613;1;2100
8373;5;220;3;3;5;0;1;0;0;7500;0;113;7613;1;2100
8374;5;350;3;4;2;0;1;1;0;7000;507;106;7613;1;1960
8375;5;101;3;4;2;4;0;1;1037;6140;359;78;7614;1;1719
8376;1;200;4;4;4;4;1;0;2500;4100;963;55;7618;0;1148
8377;1;200;4;3;3;10;0;0;2012;5000;547;67;7626;0;1400
8378;5;56;1;1;1;8;1;0;2500;4600;467;59;7626;0;1288
8379;5;160;3;3;2;8;1;0;2000;5000;570;64;7634;0;1400
8380;4;250;4;4;0;1;1;0;2000;5000;575;65;7640;0;1400
8381;5;160;3;4;4;0;0;0;0;7000;534;106;7640;1;1960
8382;5;60;1;2;1;14;0;0;3800;3300;500;42;7642;0;924
8383;5;165;3;3;4;9;1;0;2000;5000;584;64;7648;0;1400
8384;5;238;4;3;1;7;1;0;2515;4500;575;58;7648;0;1260
8385;5;150;3;4;0;4;1;0;1200;5900;475;75;7650;1;1652
8386;5;230;5;3;0;0;1;0;0;7200;343;109;7652;1;2016
8387;5;360;3;5;4;22;1;0;2330;3635;1644;47;7656;0;1018
8388;5;115;2;2;1;18;1;1;950;6500;125;83;7658;1;1820
8389;5;400;4;5;5;0;1;0;0;7200;350;109;7659;1;2016
8390;4;300;4;4;3;3;1;0;2300;4500;803;58;7661;0;1260
8391;1;300;4;3;3;8;1;0;2059;5000;535;67;7661;0;1400
8392;5;190;4;5;3;10;1;0;3200;4000;417;51;7668;0;1120
8393;4;127;1;2;1;18;0;0;850;6300;440;82;7672;1;1764
8394;4;144;3;2;0;2;1;1;1575;5500;530;71;7676;0;1540
8395;5;108;2;2;1;9;1;0;1726;5500;380;70;7676;0;1540
8396;5;500;4;6;6;0;1;0;0;5510;2084;83;7677;1;1543
8397;5;250;3;4;4;15;1;0;2530;4000;1100;51;7681;0;1120
8398;5;197;3;4;1;10;1;0;2665;4500;459;58;7682;0;1260
8399;5;170;3;2;1;12;1;1;1700;5500;415;70;7685;0;1540
8400;5;170;3;2;2;5;0;0;2199;5000;423;64;7686;0;1400
8401;5;115;3;2;1;9;1;1;1082;6300;224;80;7686;1;1764
8402;5;280;3;4;2;0;1;0;0;7000;584;106;7690;1;1960
8403;5;288;3;3;3;8;1;0;3032;3325;1295;43;7695;0;931
8404;4;98;3;2;1;2;1;0;1379;6000;239;78;7696;1;1680
8405;5;240;4;4;5;14;1;0;2400;4500;750;58;7708;0;1260
8406;5;242;3;4;2;2;1;0;2200;4500;952;58;7710;0;1260
8407;5;250;3;3;0;4;1;0;3850;2500;1336;32;7718;0;700
8408;5;150;4;3;3;0;1;0;0;7500;109;113;7722;1;2100
8409;1;400;4;3;3;0;0;0;0;7000;613;115;7728;1;1960
8410;5;130;3;2;3;0;1;1;0;7450;167;112;7729;1;2086
8411;5;280;3;5;2;0;1;0;0;7000;625;106;7731;1;1960
8412;5;190;3;3;3;4;0;1;2000;5000;667;64;7731;0;1400
8413;5;250;4;3;4;0;1;0;0;7200;434;109;7743;1;2016
8414;4;100;3;2;1;4;1;0;2350;5000;333;65;7748;0;1400
8415;5;520;3;4;3;0;1;1;0;7000;645;106;7751;1;1960
8416;5;110;3;2;2;14;0;1;1850;5500;341;70;7761;0;1540
8417;5;240;3;4;4;10;0;0;1700;5000;1000;64;7764;0;1400
8418;5;270;3;2;4;0;1;0;0;6500;1167;98;7765;1;1820
8419;4;120;3;2;2;4;1;0;1950;5500;250;71;7771;0;1540
8420;5;130;3;2;1;2;1;1;1168;6290;233;80;7771;1;1761
8421;5;220;4;5;2;0;1;0;0;6500;1176;98;7774;1;1820
8422;5;142;3;4;3;2;1;0;1200;6000;500;77;7777;1;1680
8423;1;600;5;5;2;0;1;0;0;7500;158;123;7781;1;2100
8424;5;310;4;4;3;0;1;0;0;7000;675;106;7781;1;1960
8425;5;450;3;3;1;0;1;0;1125;6500;59;98;7782;1;1820
8426;5;84;2;3;2;25;1;1;634;6900;165;88;7787;1;1932
8427;3;125;3;2;4;6;1;1;1000;6500;195;95;7790;1;1820
8428;5;140;3;2;2;3;1;0;1640;5500;583;70;7793;0;1540
8429;5;127;3;2;1;10;1;0;1393;6156;172;78;7799;1;1724
8430;5;300;3;5;4;0;1;0;470;6600;634;100;7804;1;1848
8431;5;320;4;5;4;0;1;0;0;7000;700;106;7806;1;1960
8432;4;257;4;3;2;3;1;1;3250;3800;709;49;7808;0;1064
8433;5;160;3;3;1;1;1;0;2800;4500;450;58;7808;0;1260
8434;2;650;4;4;8;0;1;0;0;7500;200;113;7813;1;2100
8435;5;171;3;3;1;13;1;0;2395;5100;259;65;7819;0;1428
8436;5;200;3;3;2;7;1;0;3000;4000;770;51;7821;0;1120
8437;1;280;4;4;5;10;1;0;850;6500;384;87;7821;1;1820
8438;4;170;3;4;3;3;1;0;2000;5000;757;65;7822;0;1400
8439;4;290;3;3;1;9;1;0;1600;5300;853;69;7822;0;1484
8440;5;280;4;4;8;0;1;0;0;7040;688;106;7834;1;1971
8441;4;185;3;2;2;2;0;0;1760;6000;0;78;7838;0;1680
8442;5;129;3;5;0;14;1;0;1200;6000;561;77;7838;1;1680
8443;5;200;3;3;3;0;1;0;0;7000;737;106;7843;1;1960
8444;5;240;4;4;3;1;1;0;2800;4200;792;54;7846;0;1176
8445;5;204;4;3;1;2;1;1;1774;6000;0;77;7851;0;1680
8446;5;100;3;3;2;13;1;0;980;6300;491;80;7851;1;1764
8447;4;300;4;3;2;1;1;0;2500;4500;796;58;7854;0;1260
8448;1;156;4;4;3;7;1;0;900;6500;369;87;7856;1;1820
8449;5;55;1;2;1;18;1;1;2270;5500;18;70;7858;0;1540
8450;5;310;3;4;3;8;1;0;2400;4500;900;58;7858;0;1260
8451;1;266;4;3;2;0;1;0;0;7500;236;123;7859;1;2100
8452;1;175;4;4;3;10;1;0;2600;4700;496;63;7859;0;1316
8453;1;148;4;3;2;12;1;0;1886;5500;399;74;7859;0;1540
8454;5;88;2;3;2;11;1;0;980;6835;0;44;7859;1;1914
8455;4;172;3;3;3;3;1;0;2000;5000;800;65;7865;0;1400
8456;2;145;4;3;2;8;1;0;1800;5700;292;73;7865;0;1596
8457;5;600;3;3;4;0;1;0;0;6800;966;103;7869;1;1904
8458;4;120;3;2;2;1;1;1;1790;5500;509;71;7870;0;1540
8459;5;140;2;1;1;6;0;1;2000;5500;300;70;7870;0;1540
8460;1;201;4;4;3;2;1;0;1651;5300;852;71;7874;0;1484
8461;5;341;3;3;2;6;1;0;2600;4400;825;56;7881;0;1232
8462;5;80;1;1;1;10;1;0;1300;6500;0;83;7883;1;1820
8463;5;200;4;4;1;1;0;0;3200;3800;834;49;7883;0;1064
8464;5;200;3;3;1;11;0;0;3200;3800;834;49;7883;0;1064
8465;5;190;3;4;2;10;0;0;1764;6000;48;77;7889;0;1680
8466;5;700;5;7;8;0;1;1;0;6000;1800;91;7891;1;1680
8467;5;87;2;2;1;4;1;0;969;6675;167;85;7896;1;1869
8468;5;118;3;2;1;4;1;1;1800;6000;22;77;7899;0;1680
8469;4;255;4;3;0;6;1;0;2650;4500;692;58;7900;0;1260
8470;5;170;4;5;3;14;1;1;1927;5200;709;66;7902;0;1456
8471;5;600;4;4;4;0;1;0;0;6800;1000;103;7903;1;1904
8472;5;320;3;3;2;0;1;0;0;7200;600;109;7909;1;2016
8473;5;142;3;4;3;21;0;0;2000;5440;400;69;7909;0;1523
8474;5;195;2;3;1;10;1;0;1500;6000;334;77;7911;1;1680
8475;5;122;3;2;1;9;1;0;1766;5800;279;74;7919;0;1624
8476;5;200;3;3;1;8;1;0;1687;5800;365;74;7926;0;1624
8477;5;149;3;4;3;7;1;1;1300;6000;550;77;7927;1;1680
8478;5;103;3;3;0;6;1;0;1530;6000;320;77;7927;1;1680
8479;5;96;2;2;2;4;1;1;1100;6500;250;83;7933;1;1820
8480;5;362;4;5;2;0;1;0;0;7000;834;106;7940;1;1960
8481;5;100;1;2;1;13;0;0;1520;6000;348;77;7945;1;1680
8482;5;110;3;2;1;1;0;1;1172;6500;193;83;7948;1;1820
8483;5;60;2;2;1;11;1;1;1680;6000;200;77;7957;1;1680
8484;5;250;3;2;8;0;1;0;0;6500;1360;98;7958;1;1820
8485;5;180;3;2;1;11;1;1;2900;4500;500;58;7958;0;1260
8486;3;600;5;7;5;0;1;0;0;7000;834;125;7959;1;1960
8487;5;162;4;4;3;7;0;0;1500;5500;891;70;7961;1;1540
8488;5;150;3;2;1;7;1;1;1600;6000;284;77;7961;1;1680
8489;5;190;3;2;2;9;1;0;1700;5700;492;73;7965;0;1596
8490;4;160;3;2;0;8;0;1;1127;6500;258;84;7969;1;1820
8491;5;320;4;4;0;20;1;0;1200;4960;1750;63;7973;1;1389
8492;1;300;3;4;4;0;1;0;0;7500;350;123;7973;1;2100
8493;1;550;3;3;5;0;1;0;0;7500;350;123;7973;1;2100
8494;5;160;3;3;3;0;0;0;1509;5850;528;88;7975;1;1638
8495;5;470;5;4;6;0;1;0;0;7200;667;109;7976;1;2016
8496;5;180;4;4;2;10;1;0;1900;5500;507;70;7977;0;1540
8497;1;300;5;3;4;0;1;0;900;6800;167;112;7979;1;1904
8498;1;350;7;5;4;0;1;0;0;7500;357;123;7980;1;2100
8499;5;100;3;3;1;0;1;0;0;7000;881;106;7987;1;1960
8500;5;200;4;5;3;2;1;0;2600;4500;834;58;7992;1;1260
8501;5;300;4;2;3;0;1;0;0;7182;709;108;7999;0;2011
8502;5;117;2;2;1;11;0;1;630;7130;150;91;8001;1;1996
8503;5;220;4;4;3;4;0;1;2200;4930;809;63;8002;1;1380
8504;5;100;4;5;4;1;1;0;3800;2750;1417;35;8002;0;770
8505;5;290;4;4;0;0;1;0;0;6800;1100;103;8003;0;1904
8506;5;400;4;3;3;0;1;0;0;7000;900;106;8006;1;1960
8507;5;140;2;4;2;19;0;0;950;6599;375;84;8008;1;1848
8508;3;152;3;5;3;9;1;0;1600;6000;321;88;8009;0;1680
8509;5;49;1;1;1;7;1;1;1730;6200;0;79;8009;1;1736
8510;5;350;4;3;4;0;1;0;1;7300;600;110;8011;1;2044
8511;5;220;3;4;4;13;1;0;3354;3375;1240;43;8012;0;945
8512;5;154;3;1;3;17;1;1;830;6700;400;85;8015;1;1876
8513;5;230;4;5;0;0;1;1;0;7600;300;115;8015;1;2128
8514;5;255;4;4;0;15;1;1;4000;2500;1484;32;8016;1;700
8515;4;140;3;2;2;3;1;0;1900;5500;546;71;8017;0;1540
8516;5;117;3;4;2;10;1;0;1350;6100;490;78;8018;1;1708
8517;4;200;2;3;2;1;1;0;2500;5200;250;68;8018;1;1456
8518;5;220;4;4;1;19;1;0;1800;5500;650;70;8020;0;1540
8519;4;125;4;4;2;8;1;0;1600;6130;217;79;8026;0;1716
8520;5;145;3;4;3;1;0;0;1200;6000;750;77;8027;0;1680
8521;1;540;5;4;8;0;1;0;0;7000;912;115;8027;1;1960
8522;5;180;3;3;2;11;1;1;3100;4250;625;54;8029;0;1190
8523;5;160;2;3;3;0;1;0;0;7500;417;113;8030;1;2100
8524;5;250;4;4;3;0;0;0;0;7500;417;113;8030;1;2100
8525;5;260;4;3;4;1;1;1;2780;4000;1200;51;8031;0;1120
8526;5;420;4;5;0;0;1;0;0;6460;1480;98;8038;1;1809
8527;1;400;6;5;5;0;1;0;0;7500;417;123;8040;0;2100
8528;5;230;3;3;1;3;1;0;1580;5800;589;74;8043;0;1624
8529;1;280;4;4;3;10;1;0;1000;6500;458;87;8045;1;1820
8530;4;95;2;3;0;4;1;1;1700;6020;250;78;8048;0;1686
8531;5;120;4;3;3;16;1;0;1420;6160;390;79;8049;0;1725
8532;5;109;3;2;2;13;1;0;1156;6500;319;83;8058;0;1820
8533;5;335;4;6;4;2;1;1;3500;4500;0;58;8058;1;1260
8534;5;109;4;2;2;13;1;0;1156;6500;319;83;8058;1;1820
8535;5;480;4;5;3;0;1;0;2200;4100;1700;62;8062;1;1148
8536;5;200;3;2;5;0;1;0;0;7000;963;106;8069;1;1960
8537;5;355;4;4;3;0;1;0;0;7300;660;110;8070;1;2044
8538;4;130;3;1;0;4;1;0;1050;6800;193;28;8071;1;1904
8539;5;240;3;5;4;0;1;0;0;7500;459;113;8072;1;2100
8540;2;270;3;3;5;0;1;0;0;7500;459;113;8072;0;2100
8541;5;65;2;2;2;7;1;0;1500;6000;500;77;8077;0;1680
8542;5;210;3;2;2;11;1;1;2600;5000;417;64;8081;1;1400
8543;5;100;2;4;2;10;1;0;1600;5990;417;76;8083;0;1677
8544;5;140;2;2;2;7;1;0;1260;6740;0;86;8086;0;1887
8545;5;48;1;1;1;21;0;1;1137;6698;166;85;8086;1;1875
8546;5;330;2;4;3;0;1;0;0;6000;2000;91;8091;1;1680
8547;5;340;3;5;5;0;1;0;0;6000;2000;91;8091;1;1680
8548;3;243;3;5;1;2;1;0;1788;5556;667;82;8093;0;1556
8549;5;158;3;3;2;10;0;0;1995;5500;529;70;8094;1;1540
8550;5;200;3;4;0;2;1;0;3672;3600;780;46;8098;0;1008
8551;5;183;4;4;3;7;1;0;2200;5000;834;64;8098;1;1400
8552;4;95;2;2;2;11;1;0;1450;6300;267;82;8099;0;1764
8553;5;220;4;4;3;2;1;0;2500;4500;1042;58;8100;0;1260
8554;5;225;4;6;4;4;1;0;2800;4500;742;58;8100;1;1260
8555;5;256;3;3;2;0;0;0;0;5600;2417;85;8102;1;1568
8556;5;120;1;2;2;4;1;0;3100;4200;750;54;8104;0;1176
8557;1;402;4;4;4;0;1;1;0;7500;483;123;8106;0;2100
8558;2;256;4;5;4;8;1;0;3900;3000;1167;39;8106;0;840
8559;2;139;3;5;3;3;1;1;1090;6700;232;85;8107;0;1876
8560;5;136;3;2;1;10;0;1;1300;6500;267;47;8114;0;1820
8561;5;210;4;4;3;3;1;0;2270;4675;1110;60;8115;0;1309
8562;5;136;3;4;3;13;1;0;1505;6100;433;78;8116;0;1708
8563;5;260;3;3;3;8;1;1;2210;5000;842;64;8116;0;1400
8564;5;280;3;5;3;0;1;0;0;8000;0;121;8121;0;2240
8565;5;380;4;2;0;0;1;0;0;8000;0;121;8121;0;2240
8566;5;240;4;2;4;0;1;0;0;8000;0;121;8121;1;2240
8567;5;280;5;2;1;0;1;0;0;8000;0;121;8121;0;2240
8568;5;160;3;3;1;0;1;0;0;8000;0;121;8121;0;2240
8569;5;300;6;7;5;0;0;0;0;8000;0;121;8121;0;2240
8570;5;200;3;4;3;6;1;1;1800;5058;1200;65;8123;1;1416
8571;5;95;3;2;2;10;1;0;900;7000;142;89;8131;0;1960
8572;5;230;3;4;3;8;0;0;2700;4210;1167;54;8131;1;1179
8573;1;306;3;5;0;0;1;0;0;8000;0;132;8132;1;2240
8574;1;306;3;5;0;0;1;0;0;8000;0;132;8132;1;2240
8575;5;220;3;2;3;0;1;1;0;7800;215;118;8133;0;2184
8576;5;100;3;2;1;4;1;0;1200;6650;200;85;8135;0;1862
8577;3;483;4;4;0;4;1;1;2000;4900;1167;72;8139;0;1372
8578;5;60;1;1;1;11;0;1;2357;5440;277;69;8143;1;1523
8579;4;140;3;2;2;1;1;0;1800;5700;579;74;8153;1;1596
8580;5;180;3;2;2;6;1;0;2066;5500;518;70;8154;0;1540
8581;5;186;4;4;3;11;1;0;1900;5600;584;71;8155;1;1568
8582;5;180;3;3;1;0;1;1;1785;6000;294;77;8156;0;1680
8583;4;140;4;2;1;1;0;0;1700;6000;380;78;8158;1;1680
8584;4;140;4;2;1;1;0;0;1700;6000;380;78;8158;1;1680
8585;5;500;3;6;0;0;1;0;0;6400;1667;97;8164;0;1792
8586;5;114;2;3;1;1;1;1;902;7010;167;89;8168;0;1963
8587;3;750;5;3;6;0;0;1;0;7980;46;142;8168;0;2234
8588;5;280;3;3;4;21;1;0;2498;4500;1116;58;8172;1;1260
8589;2;138;3;3;0;2;1;0;1000;7000;84;89;8173;0;1960
8590;5;138;2;2;1;11;1;1;1000;7000;89;89;8178;0;1960
8591;5;130;3;2;1;8;1;0;2400;5500;209;70;8179;0;1540
8592;5;68;2;2;2;7;1;1;1500;6600;0;84;8184;0;1848
8593;4;124;4;2;1;2;1;0;1812;5900;395;77;8184;1;1652
8594;5;400;4;4;0;0;1;0;2100;4500;1520;68;8188;0;1260
8595;5;167;3;3;4;10;1;0;1814;5500;807;70;8191;0;1540
8596;5;190;3;3;3;6;1;1;2800;4500;834;58;8192;0;1260
8597;5;142;3;2;2;6;1;1;2100;5440;584;69;8193;1;1523
8598;5;190;3;4;3;1;1;0;2100;5500;525;70;8195;1;1540
8599;5;95;3;2;1;11;1;0;1334;6500;280;83;8197;0;1820
8600;1;216;4;5;5;12;1;0;600;7500;0;100;8200;1;2100
8601;5;251;4;4;3;10;1;0;2700;4200;1250;54;8204;0;1176
8602;4;160;4;3;2;2;1;0;1550;6200;375;80;8205;1;1736
8603;5;74;2;1;2;9;1;1;1100;6600;424;84;8208;0;1848
8604;5;146;3;5;2;8;1;0;1100;6600;424;84;8208;0;1848
8605;5;270;3;3;4;1;1;0;3300;3200;1667;41;8208;1;896
8606;5;160;3;2;1;1;1;0;185;7693;223;116;8217;1;2154
8607;2;214;3;3;2;1;1;0;2016;5900;227;75;8218;0;1652
8608;5;146;3;4;4;15;1;0;1510;6000;631;77;8218;0;1680
8609;5;115;4;3;4;1;1;1;1133;7000;0;89;8222;0;1960
8610;1;360;6;3;4;0;1;0;0;7000;1108;115;8223;1;1960
8611;1;417;3;5;8;0;1;0;0;7650;450;126;8226;0;2142
8612;5;130;3;2;2;8;1;0;1310;6500;338;83;8231;1;1820
8613;1;214;4;3;3;1;0;0;1760;5600;798;75;8233;0;1568
8614;5;200;3;3;3;13;1;1;2338;5000;835;64;8237;1;1400
8615;4;115;2;2;0;13;1;0;950;4500;2731;58;8239;1;1260
8616;5;165;3;3;2;3;1;1;1663;6000;502;77;8242;0;1680
8617;5;244;4;3;4;2;1;1;2375;4774;1033;61;8243;0;1337
8618;2;550;3;7;8;0;1;0;0;7700;430;116;8246;0;2156
8619;1;405;2;3;0;7;1;0;3500;4000;699;54;8253;1;1120
8620;5;220;4;4;4;11;0;0;1850;5500;834;70;8254;0;1540
8621;4;71;2;2;1;13;0;1;2438;5500;246;71;8255;0;1540
8622;5;220;4;2;2;9;1;0;2500;5000;692;64;8256;1;1400
8623;5;328;3;4;4;18;1;1;1382;6000;800;77;8259;1;1680
8624;5;390;3;3;2;0;1;1;0;7500;650;113;8263;0;2100
8625;5;363;3;5;4;10;0;0;4040;3072;1112;39;8263;1;860
8626;5;170;4;4;3;10;0;1;2493;5000;750;22;8265;1;1400
8627;1;2000;3;3;2;2;1;1;3000;5000;200;67;8267;0;1400
8628;1;154;4;2;3;4;0;1;2150;5400;647;72;8269;1;1512
8629;2;438;5;4;0;0;1;0;0;7735;417;117;8269;1;2166
8630;5;170;4;2;1;3;1;1;2437;5200;570;66;8273;0;1456
8631;5;100;1;2;2;11;1;0;1884;5850;472;75;8281;1;1638
8632;2;154;3;3;1;14;0;0;1700;6500;0;83;8283;0;1820
8633;5;200;4;3;2;10;1;1;2400;4500;1334;58;8292;1;1260
8634;2;230;3;3;3;6;1;0;3200;4500;534;58;8292;0;1260
8635;1;450;7;5;3;0;0;0;0;7880;292;130;8302;0;2206
8636;4;380;4;3;2;9;1;0;3500;4000;750;52;8302;1;1120
8637;5;125;3;3;3;1;1;0;2076;5000;1165;64;8305;0;1400
8638;5;257;4;3;2;0;1;0;0;7000;1200;106;8306;0;1960
8639;3;129;2;2;2;9;1;1;1200;6800;209;100;8309;0;1904
8640;2;380;3;3;5;0;1;0;1300;6500;413;98;8311;0;1820
8641;4;65;2;2;1;5;1;1;1265;6700;262;87;8314;1;1876
8642;5;140;3;2;1;0;1;1;0;8200;0;124;8324;0;2296
8643;5;100;2;2;2;6;1;1;1700;6500;42;83;8325;1;1820
8644;5;108;4;3;2;4;1;0;1134;6500;609;83;8326;0;1820
8645;5;215;4;4;3;6;1;0;3800;3400;1084;44;8328;1;952
8646;5;200;3;4;4;8;1;1;1800;5600;860;71;8331;1;1568
8647;4;102;3;4;3;3;1;1;2000;5800;459;75;8334;0;1624
8648;5;84;2;2;0;12;0;0;1500;6300;454;80;8334;1;1764
8649;4;85;2;3;1;5;1;0;950;7100;194;92;8336;0;1988
8650;5;680;4;5;8;0;1;0;0;8000;217;121;8338;0;2240
8651;4;135;4;2;2;13;1;1;1300;6489;467;84;8340;0;1817
8652;5;103;3;3;2;3;1;1;1310;6500;448;83;8341;1;1820
8653;5;260;2;4;4;14;1;0;3495;3455;1350;44;8344;1;967
8654;5;220;3;3;2;14;0;1;1499;6300;468;80;8347;0;1764
8655;5;560;4;6;5;0;1;0;0;6550;1700;99;8349;0;1834
8656;5;199;3;4;5;17;1;1;2800;4000;1500;51;8351;0;1120
8657;3;170;3;3;2;0;1;0;0;8000;209;143;8352;1;2240
8658;4;85;2;1;0;9;1;1;900;7000;365;91;8356;0;1960
8659;5;440;6;7;0;0;1;0;0;5950;2320;90;8360;0;1666
8660;4;310;3;2;0;5;1;0;2500;5200;595;68;8363;1;1456
8661;5;250;3;4;4;0;1;0;0;8000;242;121;8363;1;2240
8662;5;187;4;3;2;7;1;0;2269;5430;598;69;8366;1;1520
8663;4;320;3;4;1;11;0;0;2200;5800;292;75;8367;0;1624
8664;5;78;1;1;2;8;0;1;1980;6000;317;77;8374;0;1680
8665;5;235;3;3;1;3;1;0;2585;5150;575;66;8376;0;1442
8666;5;226;4;4;4;2;1;0;2850;3000;2488;39;8377;0;840
8667;4;81;2;3;2;7;0;1;1010;5500;1800;71;8381;1;1540
8668;5;56;1;1;0;2;1;1;0;8000;280;102;8382;1;2240
8669;5;260;4;2;2;3;1;0;1715;6000;594;77;8386;1;1680
8670;5;189;3;3;1;12;1;0;2143;5800;371;74;8388;1;1624
8671;5;75;1;1;2;8;1;1;976;7000;323;89;8388;1;1960
8672;5;480;4;5;2;0;1;1;0;6000;2308;91;8399;1;1680
8673;1;330;5;4;2;0;1;0;0;8000;267;132;8399;1;2240
8674;5;174;3;4;2;2;1;0;1936;6000;390;77;8403;1;1680
8675;5;430;4;7;6;0;1;0;0;7990;300;121;8411;0;2237
8676;5;188;3;4;3;1;1;0;2800;4800;750;61;8411;1;1344
8677;5;200;3;3;2;0;1;0;0;8000;292;121;8413;1;2240
8678;5;196;4;3;3;13;0;0;2420;5000;931;64;8415;0;1400
8679;5;205;3;4;4;13;1;0;1700;6000;650;77;8427;0;1680
8680;5;200;4;4;4;1;1;0;2300;4900;1167;63;8430;1;1372
8681;4;400;3;1;1;0;1;1;0;7650;666;117;8433;0;2142
8682;5;124;3;2;3;7;1;0;1450;6600;300;84;8434;1;1848
8683;5;470;4;6;3;0;1;0;0;7200;1134;109;8443;1;2016
8684;5;189;3;4;3;8;1;0;2300;6000;67;77;8444;1;1680
8685;1;270;4;5;6;0;1;1;0;8000;317;132;8449;1;2240
8686;2;650;4;7;5;0;1;0;0;8000;334;121;8455;0;2240
8687;5;250;4;5;2;0;1;0;0;8000;338;121;8459;1;2240
8688;5;180;3;4;3;5;0;0;2848;4330;1228;55;8461;1;1212
8689;5;164;4;4;3;1;1;0;1840;6000;550;77;8467;1;1680
8690;1;205;4;4;4;5;1;0;2608;5000;796;67;8471;1;1400
8691;5;240;3;4;3;0;1;0;2140;5500;750;83;8473;0;1540
8692;5;212;4;5;6;7;1;0;2850;4500;1067;58;8475;0;1260
8693;4;163;3;3;0;2;1;0;1600;6400;400;83;8483;1;1792
8694;5;330;5;4;2;0;1;1;0;7650;720;115;8485;1;2142
8695;5;161;2;2;3;3;1;0;2500;4800;1125;61;8486;1;1344
8696;3;147;2;3;2;2;1;1;400;7900;75;116;8491;0;2212
8697;5;112;1;2;2;7;1;1;0;8389;0;107;8496;0;2349
8698;5;64;2;2;1;7;0;0;1182;6950;276;89;8497;0;1946
8699;5;321;3;5;2;0;1;1;0;7318;1072;111;8501;0;2049
8700;5;291;4;3;2;1;1;0;2600;5400;434;69;8503;1;1512
8701;5;340;8;5;4;0;1;0;0;7000;1400;106;8506;1;1960
8702;4;500;5;5;1;0;1;0;0;7900;486;121;8507;0;2212
8703;5;200;4;3;2;8;1;0;2744;4100;1615;52;8511;1;1148
8704;5;218;4;4;2;1;1;0;2250;5500;692;70;8512;0;1540
8705;5;264;3;3;2;16;1;1;2480;5300;665;68;8513;0;1484
8706;1;230;4;4;3;3;1;0;1700;6300;431;84;8515;1;1764
8707;2;330;3;3;2;10;0;0;2700;5100;650;65;8515;0;1428
8708;2;420;4;5;4;0;1;0;600;7225;584;109;8518;1;2023
8709;1;190;4;4;3;1;0;0;1740;6200;501;83;8524;1;1736
8710;3;444;3;6;4;3;1;0;3000;4500;959;66;8525;1;1260
8711;1;155;4;5;3;15;1;0;1700;6200;542;83;8525;0;1736
8712;1;400;5;5;8;0;1;0;0;7900;513;130;8543;0;2212
8713;5;130;2;4;3;2;1;0;1800;6000;667;77;8544;1;1680
8714;5;220;5;4;3;0;0;0;0;8000;425;121;8546;1;2240
8715;5;500;4;5;6;0;0;0;3;7225;1209;109;8546;0;2023
8716;5;230;4;6;4;12;1;0;2850;3000;2658;39;8547;0;840
8717;5;155;4;5;3;14;0;0;1850;6000;625;77;8552;0;1680
8718;5;246;3;4;3;8;1;0;3200;4500;794;58;8552;0;1260
8719;5;320;4;3;4;5;1;0;3000;5200;292;66;8558;1;1456
8720;1;680;7;6;8;0;1;0;0;8000;428;132;8560;1;2240
8721;1;300;4;3;4;0;1;0;0;7500;942;123;8565;0;2100
8722;5;200;3;4;3;8;1;0;1400;7080;0;90;8570;1;1982
